order_id,customer_name,phone,email,city,product,category,amount,quantity,order_date,status,age
ORD-20260240,胡斌,19430679969,huangli751@gmail.com,杭州,蓝牙耳机Pro,电脑配件,268.19,5,2026-03-01,已完成,56
ORD-20260241,徐辉,169x769883,chenjing206@163.com,苏州,笔记本电脑支架,手机配件,136.6,2,2026-10-14,已发货,53
ORD-20260242,刘洋,16132988138,chenjing554outlook,北京,笔记本电脑支架,电子产品,190.82,2,2026-12-27,已退款,62
ORD-20260243,罗浩,15581603135,huangli582@163.com,青岛,蓝牙耳机Pro,办公用品,240.4,5,2026-05-13,已取消,60
ORD-20260244,冯雪,13318773168,chenjing491@outlook.com,重庆,无线鼠标M3,电脑配件,269.26,1,2026-06-16,已完成,52
ORD-20260245,高远,15074743230,chenjing214@outlook.com,天津,数据线1.5m,电脑配件,103.98,5,2026-09-07,已退款,53
ORD-20260247,胡斌,17050229795,liuyang941@outlook.com,长沙,蓝牙耳机Pro,办公用品,162.0,5,2026-01-28,已退款,40
ORD-20260248,吴鑫,18093914843,yangfan416@outlook.com,武汉,摄像头1080P,手机配件,147.73,4,2026-03-20,待付款,18
ORD-20260250,何强,17614491176,huangli722@gmail.com,厦门,路由器AX6000,手机配件,232.4,3,2026-08-27,已退款,23
ORD-20260251,梁宇,13995052118,liuyang628@qq.com,北京,笔记本电脑支架,办公用品,99.13,3,2026-05-29,待付款,65
ORD-20260252,许鹏,1903836678,liuyang829@qq.com,广州,移动电源20000mAh,手机配件,273.43,3,2026-01-08,已退款,55
ORD-20260253,宋雅,16341701674,zhangwei352@qq.com,杭州,笔记本电脑支架,办公用品,369.77,2,2026-04-18,待发货,34
ORD-20260254,未知客户,19050448811,zhaomin389@outlook.com,杭州,手机充电器65W,电子产品,282.6,3,2026-09-29,已完成,52
ORD-20260255,冯雪,16454958564,wangfang262@outlook.com,南京,路由器AX6000,电脑配件,78.45,3,2026-10-08,已完成,18
ORD-20260256,何强,15848023482,zhangwei25qq,武汉,数据线1.5m,电子产品,161.26,5,2026-04-05,待付款,36
ORD-20260257,蒋敏,16567308741,chenjing264@163.com,西安,智能手表S1,手机配件,301.35,2,2026-08-14,已发货,29
ORD-20260258,赵敏,15792405160,huangli733@gmail.com,广州,蓝牙耳机Pro,手机配件,143.39,1,2026-01-20,待发货,39
ORD-20260259,未知客户,19274174787,wangfang554163,厦门,蓝牙耳机Pro,手机配件,235.51,1,2026-07-07,待发货,47
ORD-20260260,吴鑫,13561561575,liuyang713@outlook.com,长沙,笔记本电脑支架,办公用品,261.97,-1,2026-10-31,已取消,52
ORD-20260261,林洁,18712203625,unknown@placeholder.com,上海,无线鼠标M3,电子产品,125.85,5,2026-08-23,已退款,55
ORD-20260262,未知客户,13273246028,zhangwei249163,上海,USB-C扩展坞,电子产品,195.24,1,2026-02-28,已退款,30
ORD-20260263,许鹏,18153518077,lina330@163.com,成都,无线鼠标M3,电子产品,0.01,5,2026-03-26,已退款,24
ORD-20260264,梁宇,13275359668,zhangwei184@qq.com,重庆,4K显示器27寸,办公用品,118.05,5,2026-08-19,已发货,20
ORD-20260265,唐亮,16856688115,zhaomin197@qq.com,深圳,数据线1.5m,电脑配件,179.79,1,2026-04-10,已发货,48
ORD-20260266,陈静,162x450533,huangli45@qq.com,成都,移动电源20000mAh,办公用品,100.18,4,2026-10-31,已取消,61
ORD-20260267,黄莉,14241825487,zhaomin385@163.com,厦门,智能手表S1,电脑配件,330.59,3,2026-03-11,已发货,35
ORD-20260268,未知客户,16528320921,huangli470@outlook.com,苏州,机械键盘K8,电脑配件,85.59,2,2026-10-23,已发货,51
ORD-20260269,杨帆,16511946674,zhaomin254@gmail.com,南京,数据线1.5m,电子产品,164.8,5,2026-01-18,已取消,62
ORD-20260270,胡斌,13164575354,lina368@gmail.com,广州,智能手表S1,手机配件,210.46,5,2026-01-13,已取消,63
ORD-20260271,许鹏,13094195455,chenjing544@qq.com,西安,路由器AX6000,电脑配件,315.3,1,2026-09-21,待付款,21
ORD-20260272,孙悦,1763940499,zhaomin142@gmail.com,深圳,摄像头1080P,电脑配件,85.13,3,2026-09-15,待发货,41
ORD-20260273,林洁,19081391010,liuyang463@gmail.com,广州,机械键盘K8,办公用品,293.05,1,2026-02-25,已完成,49
ORD-20260274,杨帆,16765906603,lina486@gmail.com,北京,USB-C扩展坞,电子产品,200.82,3,2026-07-30,待付款,38
ORD-20260275,宋雅,18671472671,lina920@gmail.com,西安,机械键盘K8,手机配件,121.48,4,2026-03-27,已发货,36
ORD-20260276,陈静,14931643241,zhangwei325@163.com,长沙,移动电源20000mAh,手机配件,236.97,3,2026-08-18,已发货,25
ORD-20260277,马超,18852978923,chenjing663@gmail.com,重庆,数据线1.5m,办公用品,215.92,1,2026-03-13,已完成,43
ORD-20260278,黄莉,13791624673,zhaomin801@gmail.com,广州,手机充电器65W,电子产品,151.98,5,2026-11-06,已完成,41
ORD-20260279,唐亮,17711636220,chenjing316@outlook.com,广州,机械键盘K8,办公用品,205.58,2,2026-08-06,已取消,55
ORD-20260280,刘洋,19755018873,yangfan91@qq.com,西安,4K显示器27寸,手机配件,169.17,2,2026-07-15,已取消,37
ORD-20260281,吴鑫,15813602405,lina269@gmail.com,厦门,蓝牙耳机Pro,手机配件,209.08,2,2026-01-15,待发货,22
ORD-20260282,孙悦,16394288202,wangfang383@qq.com,成都,数据线1.5m,电子产品,252.97,1,2026-05-20,待付款,40
ORD-20260284,吴鑫,17331881401,lina516@163.com,深圳,4K显示器27寸,电子产品,100.97,0,2026-06-09,已发货,56
ORD-20260285,徐辉,14539844365,lina705@163.com,武汉,移动电源20000mAh,办公用品,370.64,4,2026-08-09,已完成,60
ORD-20260286,王芳,13518891570,zhangwei773@qq.com,武汉,数据线1.5m,电脑配件,43.83,3,2026-10-24,已发货,64
ORD-20260287,何强,13180979534,zhaomin988@gmail.com,北京,路由器AX6000,办公用品,187.86,5,2026-04-05,已完成,40
ORD-20260288,朱峰,14452181984,wangfang533@163.com,长沙,路由器AX6000,手机配件,247.07,3,2026-08-22,待发货,46
ORD-20260289,朱峰,15419342782,huangli962@gmail.com,厦门,摄像头1080P,手机配件,222.48,4,2026-07-25,已完成,28
ORD-20260291,黄莉,14217093731,huangli695@qq.com,郑州,数据线1.5m,电脑配件,183.35,5,2026-09-10,已发货,49
ORD-20260292,周杰,19983366099,unknown@placeholder.com,上海,4K显示器27寸,电子产品,160.56,4,2026-01-19,已退款,37
ORD-20260293,陈静,17975425092,huangli676@outlook.com,成都,手机充电器65W,电子产品,152.85,3,2026-05-26,已完成,26
ORD-20260294,孙悦,17361079694,chenjing366@outlook.com,南京,机械键盘K8,电子产品,267.97,3,2026-02-28,已完成,20
ORD-20260295,冯雪,18345784981,unknown@placeholder.com,厦门,数据线1.5m,电子产品,228.56,4,2026-02-21,已发货,50
ORD-20260296,宋雅,17668517739,wangfang861@163.com,上海,USB-C扩展坞,办公用品,144.57,5,2026-02-18,待发货,51
ORD-20260297,杨帆,1689466446,chenjing205@outlook.com,青岛,摄像头1080P,电脑配件,271.97,2,2026-10-23,待付款,65
ORD-20260298,周杰,18585982862,zhangwei535@163.com,杭州,机械键盘K8,办公用品,224.58,1,2026-11-21,已取消,36
ORD-20260299,周杰,16025241574,zhangwei252@gmail.com,天津,4K显示器27寸,电子产品,265.03,0,2026-12-04,待付款,64
ORD-20260300,未知客户,17090745350,wangfang923@outlook.com,广州,4K显示器27寸,电脑配件,250.37,1,2026-09-25,已退款,51
ORD-20260301,彭博,17054196006,yangfan826@163.com,武汉,移动电源20000mAh,办公用品,133.68,5,2026-01-29,待发货,25
ORD-20260302,朱峰,16529449696,chenjing842gmail,上海,路由器AX6000,电子产品,155.19,5,2026-07-16,待付款,61
ORD-20260303,冯雪,13162744287,liuyang309@qq.com,南京,USB-C扩展坞,手机配件,259.78,4,2026-01-18,已完成,49
ORD-20260304,朱峰,18423474864,liuyang519@qq.com,苏州,笔记本电脑支架,电子产品,248.83,2,2026-01-02,待付款,54
ORD-20260306,张伟,15921942232,zhaomin269163,天津,数据线1.5m,电脑配件,209.39,1,2026-09-27,已取消,49
ORD-20260307,唐亮,16448649601,yangfan134@outlook.com,武汉,USB-C扩展坞,电脑配件,302.21,3,2026-05-15,已取消,41
ORD-20260308,梁宇,1476423167,zhaomin731@outlook.com,西安,蓝牙耳机Pro,电子产品,152.67,3,2026-11-07,已退款,20
ORD-20260310,蒋敏,16392266282,liuyang530@gmail.com,成都,无线鼠标M3,办公用品,183.82,4,2026-01-28,已完成,20
ORD-20260311,陈静,19315474970,huangli469@outlook.com,杭州,蓝牙耳机Pro,电脑配件,182.59,5,2026-05-20,待付款,55
ORD-20260312,张伟,18320312681,huangli694@qq.com,北京,USB-C扩展坞,电子产品,287.9,3,2026-03-20,已取消,60
ORD-20260313,梁宇,13054214932,huangli333@163.com,上海,摄像头1080P,电子产品,266.03,1,2026-07-24,已发货,43
ORD-20260315,高远,18459423803,yangfan646@outlook.com,苏州,笔记本电脑支架,电脑配件,304.44,1,2026-05-29,已完成,48
ORD-20260316,刘洋,16180208227,zhangwei565@qq.com,深圳,手机充电器65W,电子产品,201.68,3,2026-05-11,已退款,30
ORD-20260317,陈静,1835993696,huangli639@gmail.com,成都,机械键盘K8,手机配件,254.56,4,2026-10-01,已取消,28
ORD-20260318,胡斌,19250641125,chenjing708@outlook.com,广州,移动电源20000mAh,办公用品,175.18,1,2026-04-18,已发货,45
ORD-20260319,冯雪,16872199925,yangfan23@qq.com,杭州,路由器AX6000,办公用品,225.93,2,2026-05-31,已取消,18
ORD-20260320,冯雪,19387666600,liuyang38@outlook.com,厦门,机械键盘K8,电子产品,189.59,4,2026-08-31,已退款,40
ORD-20260321,未知客户,15472980385,zhaomin520@163.com,苏州,数据线1.5m,办公用品,207.76,4,2026-12-11,待发货,28
ORD-20260322,吴鑫,19127327046,lina621@outlook.com,天津,笔记本电脑支架,电脑配件,247.61,3,2026-07-02,已发货,50
ORD-20260324,许鹏,14385493830,unknown@placeholder.com,深圳,移动电源20000mAh,电脑配件,367.39,4,2026-09-17,已完成,41
ORD-20260325,刘洋,18310884169,huangli350@gmail.com,广州,USB-C扩展坞,办公用品,119.52,5,2026-08-04,已发货,44
ORD-20260326,彭博,17613994712,zhangwei735@qq.com,苏州,4K显示器27寸,电脑配件,102.86,99,2026-03-19,已完成,63
ORD-20260327,彭博,18184304333,chenjing932gmail,西安,手机充电器65W,电脑配件,292.65,5,2026-11-16,待付款,40
ORD-20260328,许鹏,16821311994,unknown@placeholder.com,苏州,4K显示器27寸,电脑配件,263.33,5,2026-10-10,待发货,28
ORD-20260330,高远,19889933222,liuyang292@163.com,南京,蓝牙耳机Pro,电脑配件,250.27,4,2026-07-30,已完成,26
ORD-20260331,胡斌,18188952163,yangfan893@gmail.com,天津,笔记本电脑支架,办公用品,199.02,5,2026-03-07,已取消,63
ORD-20260332,何强,19014376489,chenjing944@qq.com,天津,蓝牙耳机Pro,电子产品,128.22,3,2026-07-11,已取消,30
ORD-20260333,高远,16948048350,huangli3@qq.com,广州,智能手表S1,手机配件,206.06,4,2026-11-07,已发货,47
ORD-20260334,宋雅,17121987653,yangfan397@163.com,苏州,手机充电器65W,办公用品,145.83,2,2026-12-29,待付款,63
ORD-20260335,梁宇,15493041052,zhangwei981@163.com,北京,蓝牙耳机Pro,电脑配件,278.01,5,2026-08-16,已退款,43
ORD-20260336,林洁,1854028421,chenjing392@gmail.com,深圳,手机充电器65W,手机配件,188.24,4,2026-12-14,已退款,29
ORD-20260339,张伟,16797652074,zhangwei62@outlook.com,西安,摄像头1080P,手机配件,233.03,3,2026-01-24,已退款,37
ORD-20260341,宋雅,19262719526,wangfang552@qq.com,青岛,摄像头1080P,电脑配件,134.22,1,2026-03-05,已发货,32
ORD-20260342,曹瑞,17535704262,liuyang828@163.com,厦门,无线鼠标M3,手机配件,219.49,2,2026-11-23,待发货,49
ORD-20260343,杨帆,15218772554,wangfang131@gmail.com,南京,手机充电器65W,手机配件,219.6,5,2026-11-11,已退款,18
ORD-20260344,梁宇,17168055632,yangfan281@qq.com,青岛,笔记本电脑支架,电子产品,159.44,4,2026-09-30,已完成,39
ORD-20260346,邓磊,13990525899,wangfang641@outlook.com,广州,智能手表S1,办公用品,218.56,2,2026-02-01,已取消,57
ORD-20260347,李娜,1365947882,yangfan239@qq.com,青岛,4K显示器27寸,电子产品,84.15,4,2026-09-22,已发货,18
ORD-20260348,李娜,14695545512,chenjing432@outlook.com,青岛,移动电源20000mAh,电子产品,87.4,3,2026-06-09,已退款,27
ORD-20260349,罗浩,13179481912,lina59@163.com,上海,4K显示器27寸,电脑配件,142.52,2,2026-12-08,待付款,56
ORD-20260350,冯雪,16866196330,wangfang466@qq.com,北京,摄像头1080P,办公用品,182.92,3,2026-07-12,已发货,18
ORD-20260351,李娜,14849000479,chenjing45@qq.com,重庆,移动电源20000mAh,电子产品,224.87,2,2026-04-11,待发货,19
ORD-20260352,刘洋,14455417034,liuyang468@163.com,长沙,摄像头1080P,电子产品,318.03,1,2026-03-02,已发货,30
ORD-20260353,唐亮,16116200213,zhaomin875@gmail.com,苏州,机械键盘K8,电子产品,268.61,4,2026-04-18,已取消,57
ORD-20260355,马超,17886688035,chenjing261@qq.com,广州,USB-C扩展坞,手机配件,198.48,3,2026-08-07,已取消,49
ORD-20260356,未知客户,16396618062,wangfang302@qq.com,南京,蓝牙耳机Pro,电子产品,119.8,3,2026-05-09,待付款,30
ORD-20260357,刘洋,19945049006,unknown@placeholder.com,重庆,USB-C扩展坞,办公用品,198.52,1,2026-08-30,已发货,32
ORD-20260358,韩冰,18971928212,wangfang321@163.com,天津,机械键盘K8,电子产品,176.91,1,2026-09-13,待发货,44
ORD-20260359,曹瑞,19850216625,zhangwei582@qq.com,杭州,无线鼠标M3,办公用品,225.82,5,2026-07-17,已完成,46
ORD-20260360,吴鑫,15214302906,huangli28@163.com,郑州,USB-C扩展坞,电子产品,133.82,5,2026-01-06,已取消,25
ORD-20260361,朱峰,1563179901,huangli163@gmail.com,青岛,USB-C扩展坞,手机配件,241.55,2,2026-09-27,已退款,47
ORD-20260362,王芳,18856544270,liuyang401@163.com,成都,数据线1.5m,办公用品,322.62,1,2026-07-21,已完成,28
ORD-20260363,梁宇,13839159454,yangfan781@qq.com,广州,蓝牙耳机Pro,手机配件,191.3,1,2026-08-25,待付款,65
ORD-20260364,徐辉,18015070029,unknown@placeholder.com,深圳,路由器AX6000,手机配件,232.14,1,2026-10-08,待付款,26
ORD-20260365,周杰,13291468625,liuyang128@outlook.com,北京,摄像头1080P,手机配件,255.21,99,2026-09-30,待付款,58
ORD-20260366,梁宇,14362427912,huangli54qq,郑州,机械键盘K8,手机配件,167.9,-1,2026-01-08,已发货,22
ORD-20260367,彭博,15132420703,unknown@placeholder.com,深圳,无线鼠标M3,电脑配件,217.93,4,2026-03-03,已完成,29
ORD-20260369,宋雅,14754566533,chenjing872outlook,北京,数据线1.5m,办公用品,207.81,5,2026-12-27,已发货,30
ORD-20260370,韩冰,14018042731,huangli304@163.com,武汉,摄像头1080P,手机配件,138.16,3,2026-03-10,待付款,20
ORD-20260371,朱峰,13340737204,chenjing351@163.com,上海,摄像头1080P,电脑配件,201.96,4,2026-11-19,已取消,30
ORD-20260374,胡斌,19119655576,huangli201@163.com,北京,智能手表S1,手机配件,276.74,3,2026-07-16,待付款,22
ORD-20260375,王芳,15036068867,liuyang790@gmail.com,厦门,摄像头1080P,电子产品,372.25,2,2026-09-02,待发货,61
ORD-20260377,高远,14124666517,chenjing834@163.com,武汉,路由器AX6000,手机配件,7525.98,1,2026-02-05,已取消,59
ORD-20260378,朱峰,14736577865,wangfang462@163.com,上海,路由器AX6000,办公用品,214.67,5,2026-02-25,已发货,23
ORD-20260379,周杰,1609017783,zhangwei63@gmail.com,北京,摄像头1080P,电子产品,375.18,2,2026-09-24,待发货,48
ORD-20260380,罗浩,17352308622,chenjing682@outlook.com,上海,无线鼠标M3,电子产品,10000.0,2,2026-01-14,已退款,62
ORD-20260381,黄莉,19079110587,zhaomin4gmail,长沙,智能手表S1,手机配件,132.82,5,2026-02-11,已取消,62
ORD-20260382,韩冰,14879800523,zhangwei131@outlook.com,重庆,摄像头1080P,办公用品,152.05,5,2026-05-04,已发货,60
ORD-20260383,赵敏,15053822194,liuyang226@gmail.com,深圳,摄像头1080P,电子产品,30.09,3,2026-04-25,已退款,39
ORD-20260384,唐亮,18541322048,wangfang298@qq.com,苏州,路由器AX6000,电脑配件,157.94,3,2026-07-14,已完成,55
ORD-20260385,冯雪,17626952687,zhaomin110outlook,青岛,无线鼠标M3,电子产品,139.27,5,2026-05-26,待付款,62
ORD-20260387,邓磊,13283543652,yangfan695@outlook.com,郑州,4K显示器27寸,手机配件,227.34,5,2026-07-21,待发货,55
ORD-20260388,王芳,18897863486,lina453@outlook.com,杭州,机械键盘K8,手机配件,350.09,5,2026-02-22,已发货,45
ORD-20260389,陈静,19034109916,wangfang528@gmail.com,杭州,摄像头1080P,电脑配件,276.03,5,2026-03-30,已取消,60
ORD-20260390,曹瑞,17846938871,huangli377@qq.com,广州,蓝牙耳机Pro,电脑配件,153.85,3,2026-12-22,已退款,48
ORD-20260391,唐亮,14253651494,lina416@qq.com,厦门,蓝牙耳机Pro,电子产品,128.13,1,2026-04-03,待付款,53
ORD-20260392,徐辉,15697595925,liuyang872@qq.com,深圳,手机充电器65W,电子产品,239.35,2,2026-06-03,已退款,36
ORD-20260393,胡斌,17080151077,chenjing621@163.com,上海,机械键盘K8,手机配件,94.38,5,2026-10-10,待发货,64
ORD-20260394,李娜,15063695060,liuyang693@outlook.com,杭州,手机充电器65W,办公用品,346.52,2,2027-01-01,待付款,50
ORD-20260395,朱峰,18560860721,unknown@placeholder.com,南京,蓝牙耳机Pro,电子产品,294.36,1,2026-07-05,待发货,32
ORD-20260396,赵敏,17824093227,wangfang180@gmail.com,厦门,蓝牙耳机Pro,手机配件,162.47,2,2026-06-12,已取消,65
ORD-20260397,许鹏,18174003316,liuyang10@163.com,杭州,4K显示器27寸,手机配件,62.95,2,2026-12-14,待付款,46
ORD-20260398,许鹏,18479873032,zhaomin313@qq.com,天津,无线鼠标M3,电子产品,308.31,5,2026-01-30,待发货,49
ORD-20260399,张伟,19528311107,wangfang416@qq.com,北京,路由器AX6000,手机配件,190.84,5,2026-12-17,已退款,28
ORD-20260400,彭博,15220082754,lina527@gmail.com,天津,笔记本电脑支架,手机配件,299.03,5,2026-03-02,已取消,31
ORD-20260402,何强,14575419352,unknown@placeholder.com,西安,机械键盘K8,手机配件,152.05,3,2026-02-25,待付款,28
ORD-20260403,韩冰,15524853291,zhangwei137@outlook.com,苏州,智能手表S1,办公用品,200.42,1,2026-08-04,已取消,63
ORD-20260404,曹瑞,19462190363,wangfang812@qq.com,长沙,手机充电器65W,办公用品,203.76,5,2026-01-05,待发货,23
ORD-20260405,黄莉,15343482865,wangfang885@gmail.com,南京,摄像头1080P,电脑配件,163.99,5,2026-11-09,已退款,27
ORD-20260406,刘洋,15429623857,zhaomin94@qq.com,重庆,路由器AX6000,电脑配件,249.83,4,2026-11-26,已完成,35
ORD-20260407,唐亮,13634394290,unknown@placeholder.com,上海,摄像头1080P,电脑配件,114.59,4,2026-04-05,已取消,37
ORD-20260408,未知客户,14654454486,chenjing761@gmail.com,西安,机械键盘K8,电子产品,188.61,1,2026-01-22,待付款,30
ORD-20260409,蒋敏,17350463479,zhaomin547163,武汉,4K显示器27寸,手机配件,209.62,5,2026-06-27,已取消,25
ORD-20260410,李娜,19412935999,liuyang714@163.com,上海,路由器AX6000,电脑配件,241.16,1,2026-03-26,已退款,42
ORD-20260411,周杰,1571148668,huangli516@gmail.com,南京,USB-C扩展坞,电子产品,256.93,1,2026-11-24,待发货,35
ORD-20260412,王芳,15681752116,chenjing648@gmail.com,西安,路由器AX6000,电子产品,110.03,1,2026-07-02,待发货,19
ORD-20260413,冯雪,14361268618,liuyang891@163.com,南京,无线鼠标M3,电子产品,77.27,4,2026-04-29,已取消,48
ORD-20260415,马超,13196500924,lina255@qq.com,北京,智能手表S1,电子产品,226.59,1,2026-04-14,已退款,28
ORD-20260416,林洁,135x207809,wangfang524@outlook.com,南京,智能手表S1,电脑配件,140.12,4,2026-12-18,已完成,25
ORD-20260417,吴鑫,14558384619,wangfang918@qq.com,成都,4K显示器27寸,电脑配件,324.09,3,2026-11-16,待发货,35
ORD-20260418,宋雅,13910292428,lina797@163.com,郑州,笔记本电脑支架,办公用品,209.25,3,2026-03-16,已发货,42
ORD-20260419,林洁,18290764593,chenjing142@163.com,厦门,手机充电器65W,电脑配件,294.34,5,2026-12-22,已发货,33
ORD-20260420,杨帆,1903241313,chenjing370@163.com,杭州,手机充电器65W,办公用品,205.4,2,2026-03-02,待付款,64
ORD-20260422,徐辉,13148489493,zhangwei903@qq.com,成都,手机充电器65W,电脑配件,340.43,5,2026-12-31,已退款,63
ORD-20260423,蒋敏,19660675282,lina761@163.com,上海,机械键盘K8,电子产品,180.08,4,2026-07-14,待发货,30
ORD-20260424,赵敏,17213764654,lina555qq,北京,USB-C扩展坞,办公用品,277.73,5,2026-10-17,已取消,38
ORD-20260426,刘洋,1414885101,lina788@163.com,苏州,笔记本电脑支架,手机配件,309.49,1,2026-12-31,已取消,57
ORD-20260427,刘洋,14212005448,liuyang561@qq.com,青岛,无线鼠标M3,电子产品,122.81,1,2026-02-06,已取消,48
ORD-20260428,曹瑞,14726638464,huangli41@gmail.com,郑州,4K显示器27寸,电脑配件,254.88,3,2026-07-11,已取消,34
ORD-20260429,未知客户,13742858752,zhangwei159@qq.com,成都,数据线1.5m,电子产品,284.67,3,2026-08-27,已退款,47
ORD-20260430,陈静,18068131630,chenjing67@gmail.com,厦门,机械键盘K8,办公用品,59.3,4,2026-03-16,待发货,56
ORD-20260431,王芳,18573539966,zhaomin889@qq.com,天津,USB-C扩展坞,手机配件,105.34,3,2026-12-31,已取消,60
ORD-20260432,陈静,18455905032,liuyang169@163.com,天津,笔记本电脑支架,电脑配件,36.86,5,2026-07-19,已退款,56
ORD-20260433,韩冰,17199129018,chenjing15@163.com,杭州,笔记本电脑支架,电子产品,178.45,1,2026-08-19,已发货,58
ORD-20260434,未知客户,15466395082,lina616@outlook.com,武汉,机械键盘K8,电子产品,257.4,3,2026-09-15,已完成,59
ORD-20260435,朱峰,19967156511,chenjing117@163.com,长沙,移动电源20000mAh,电脑配件,320.19,4,2026-11-21,已退款,24
ORD-20260436,许鹏,13292713066,wangfang509@qq.com,上海,摄像头1080P,电脑配件,205.93,1,2026-04-11,已完成,47
ORD-20260437,邓磊,18011020743,zhaomin520@gmail.com,西安,USB-C扩展坞,办公用品,0.01,-1,2026-03-20,已退款,56
ORD-20260438,陈静,16084590103,zhaomin632@outlook.com,天津,移动电源20000mAh,办公用品,89.59,5,2026-03-23,已完成,26
ORD-20260439,梁宇,16384209721,chenjing209@qq.com,天津,智能手表S1,电脑配件,63.73,1,2026-10-20,待付款,47
ORD-20260440,曹瑞,15849852264,zhaomin744@outlook.com,上海,USB-C扩展坞,手机配件,195.56,1,2026-02-26,已退款,27
ORD-20260441,彭博,1764489198,zhangwei424@qq.com,广州,机械键盘K8,办公用品,230.73,2,2026-04-03,已发货,58
ORD-20260442,王芳,17474949433,zhangwei163@gmail.com,武汉,数据线1.5m,电子产品,197.38,3,2026-02-28,已完成,32
ORD-20260444,林洁,16452781724,yangfan440@163.com,长沙,摄像头1080P,办公用品,192.87,5,2026-07-29,待付款,51
ORD-20260445,张伟,18434953074,wangfang221@gmail.com,苏州,蓝牙耳机Pro,手机配件,9933.04,3,2026-04-30,已取消,31
ORD-20260446,赵敏,13987034049,yangfan699@outlook.com,苏州,机械键盘K8,手机配件,253.57,1,2026-08-20,待发货,33
ORD-20260447,未知客户,13071977968,yangfan38@qq.com,北京,蓝牙耳机Pro,办公用品,229.33,4,2026-02-10,待发货,21
ORD-20260448,唐亮,14560184824,wangfang30163,北京,移动电源20000mAh,电子产品,124.81,1,2026-04-08,待发货,52
ORD-20260449,蒋敏,168x178687,yangfan277@163.com,青岛,蓝牙耳机Pro,手机配件,158.89,4,2026-11-23,已完成,33
ORD-20260450,宋雅,19140310459,liuyang729@qq.com,南京,摄像头1080P,电脑配件,115.26,2,2026-01-07,已取消,30
ORD-20260451,徐辉,19778978156,liuyang726@outlook.com,深圳,移动电源20000mAh,电子产品,194.99,2,2026-07-24,待发货,61
ORD-20260452,冯雪,18924384568,zhaomin17@outlook.com,北京,笔记本电脑支架,办公用品,276.41,3,2026-08-09,已取消,50
ORD-20260453,胡斌,17866718851,zhaomin413@163.com,厦门,手机充电器65W,电子产品,121.14,1,2026-01-19,已发货,24
ORD-20260454,彭博,18062732189,liuyang508@163.com,武汉,无线鼠标M3,手机配件,240.32,5,2026-09-02,待付款,38
ORD-20260455,陈静,14811709239,yangfan343@qq.com,西安,蓝牙耳机Pro,电子产品,157.58,4,2026-05-07,已完成,54
ORD-20260456,吴鑫,15129674031,wangfang312@gmail.com,长沙,手机充电器65W,手机配件,136.57,3,2026-12-30,已退款,56
ORD-20260457,周杰,13229850853,zhaomin676@163.com,北京,机械键盘K8,办公用品,191.44,4,2026-11-24,待发货,61
ORD-20260458,蒋敏,19733481693,chenjing910@gmail.com,天津,USB-C扩展坞,电子产品,117.18,1,2026-08-10,已退款,40
ORD-20260459,张伟,18930163227,liuyang639@163.com,重庆,蓝牙耳机Pro,电子产品,155.71,1,2026-01-28,已完成,60
ORD-20260460,王芳,16677376391,lina977@qq.com,杭州,路由器AX6000,电子产品,104.17,0,2026-05-08,待付款,43
ORD-20260461,赵敏,16933260196,chenjing824@163.com,武汉,USB-C扩展坞,电子产品,357.18,4,2026-10-07,已取消,51
ORD-20260462,徐辉,17572864748,huangli431@outlook.com,北京,4K显示器27寸,手机配件,202.82,5,2026-07-11,已退款,36
ORD-20260464,唐亮,19328307667,lina309@gmail.com,北京,笔记本电脑支架,电脑配件,0.01,1,2026-05-07,已取消,30
ORD-20260465,王芳,19134701959,liuyang842@outlook.com,深圳,4K显示器27寸,电子产品,191.01,2,2026-09-19,已退款,48
ORD-20260466,宋雅,17799617131,yangfan715@qq.com,天津,移动电源20000mAh,手机配件,182.32,1,2026-11-27,待付款,20
ORD-20260467,孙悦,18847165431,unknown@placeholder.com,成都,无线鼠标M3,电脑配件,249.13,1,2026-03-31,待发货,54
ORD-20260468,唐亮,16862872219,huangli386@outlook.com,成都,数据线1.5m,手机配件,260.6,3,2026-10-27,已取消,19
ORD-20260469,陈静,19373943071,zhaomin791@163.com,成都,路由器AX6000,办公用品,157.56,1,2026-02-07,待发货,19
ORD-20260470,徐辉,14795549812,zhaomin201@gmail.com,重庆,机械键盘K8,手机配件,153.93,1,2026-10-26,待付款,20
ORD-20260471,未知客户,19919658994,huangli195@163.com,厦门,手机充电器65W,电脑配件,178.0,1,2026-10-19,已退款,25
ORD-20260472,王芳,15848909246,liuyang400gmail,成都,USB-C扩展坞,电子产品,15.85,3,2026-07-24,已退款,25
ORD-20260473,蒋敏,13314331840,liuyang206@gmail.com,上海,移动电源20000mAh,手机配件,78.78,1,2026-05-01,已退款,62
ORD-20260474,未知客户,18390282015,wangfang909@outlook.com,西安,路由器AX6000,电子产品,309.35,4,2026-06-05,已发货,30
ORD-20260476,未知客户,19886242194,unknown@placeholder.com,北京,路由器AX6000,电子产品,180.08,1,2026-06-10,待付款,36
ORD-20260477,马超,13920251264,zhaomin507@gmail.com,南京,笔记本电脑支架,手机配件,246.12,5,2026-05-17,已退款,21
ORD-20260478,朱峰,16520528854,lina862@163.com,武汉,蓝牙耳机Pro,电脑配件,224.9,4,2026-02-28,已完成,55
